Servicenow TT,INC TT NO,Site ID,Priority,Area,Site Address,Category,Subcategory,Alarm Desc,Month,TT Issue Date,TT Close Date,Breached,Status,Spare Changed,Feedback,Breached_Flag,Spare_Flag,Area_Type,Is_Priority_Area,Month_Num,Priority_Num,IssueDate,Issue_Year,Issue_Month,Issue_Day,Issue_WeekDay
NOCINC0006030999 ,4981038,4376,S4,MAK,"FNAITEES, BLOCK-1, ST-111",MEW,Major / Site Down,:Rectifier Major Radio,Jan,1/11/2026,1/11/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Priority,1,1,4,1/11/2026,2026,1,11,Sunday
NOCINC0006031052,no tt,305,,MAK,"ABU FTAIRA-BLOCK 7,ST 150",Fuel/FFS,,Fuel theft Alarm active,Jan,1/11/2026,1/12/2026,,close,NO,"False alarm - our tea, attended site and reported there is no fuel theft incident happened at site. Fuel is available as per our schedule. Now as per KWT NOC. Site is clear.",0,0,Priority,1,1,,1/11/2026,2026,1,11,Sunday
NOCINC0006031256,4983509,4225,S2,MAK,ABU AL-HASSANIAH BESIDE RD 30,Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Jan,1/15/2026,1/15/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Priority,1,1,2,1/15/2026,2026,1,15,Thursday
NOCINC0006031380,4984425,4221,S1,MAK,"ABU AL-HASSANIAH, BLK 8",Standby DG,DA on Load,Da on load,Jan,1/18/2026,1/18/2026,yes,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",1,0,Priority,1,1,1,1/18/2026,2026,1,18,Sunday
NOCINC0006031404,4984598,1790,S3,MAK,"SABAH AL-SALEM CO-OP, BLK 6",AC,High Temp 32C,High Temperature 32C,Jan,1/18/2026,1/18/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Priority,1,1,3,1/18/2026,2026,1,18,Sunday
NOCINC0006031424,4984989,4225,S2,MAK,ABU AL-HASSANIAH BESIDE RD 30,Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Jan,1/19/2026,1/19/2026,yes,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,1,0,Priority,1,1,2,1/19/2026,2026,1,19,Monday
NOCINC0006031495 ,4985591,4222,S2,MAK,"ABU AL-HASSANIAH, MEW",MEW,Major / Site Down,Site down,Jan,1/20/2026,1/20/2026,,close,NO,"MEW maintenance/MDG connected - Team visited the site and found MEW power failure due to MEW maintenance work is going on, As received information from MEW team. Power will be restore in 2-3 hour. Presenlty we mobilized and connected MDG at site, tower light alarm is a false alarm which is genrating",0,0,Priority,1,1,2,1/20/2026,2026,1,20,Tuesday
NOCINC0006031500 ,4985699,4204,S2,MAK,"Al-Qurain- Blk 1,Co-op-ST 15",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/20/2026,1/20/2026,,close,NO,MEW Power Failure - Team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Our MDG team reached at site with MDG and while connecting MEW power restored at site. Now alarm cleared.,0,0,Priority,1,1,2,1/20/2026,2026,1,20,Tuesday
NOCINC0006031519,4985814,4222,S2,MAK,"ABU AL-HASSANIAH, MEW",Tower Light,,Tower Light Failure,Jan,1/20/2026,1/20/2026,,close,NO,tower light alarm is a false alarm which is genrating from BTS. ,0,0,Priority,1,1,2,1/20/2026,2026,1,20,Tuesday
NOCINC0006031529,NO TT,305,,MAK,"ABU FTAIRA-BLOCK 7,ST 150",Fuel/FFS,,Fuel theft alarm active,Jan,1/21/2026,1/21/2026,,close,NO,False alarm - Team attended the site and found fuel level is as per schedule and there is no fuel theft or fuel leakage at site. Fuel theft alarm is false alarm. Please close tt.,0,0,Priority,1,1,,1/21/2026,2026,1,21,Wednesday
NOCINC0006031533,4986007,4251,S3,MAK,"MASAYEL, BLOCK-5, STREET-526, HOUSE-36 .",AC,Aircon 1 Alarm,Aircon1,Jan,1/21/2026,1/21/2026,,close,YES,"Access Issue/Local Residency-There is an access at site during nigh time, As site is located inside local residency. Our team got acess in morning and found AC 1 outdoor wire short/repaired. Alarm cleared. ",0,1,Priority,1,1,3,1/21/2026,2026,1,21,Wednesday
NOCINC0006031571,4986412,853,,MAK,"SABHAN, 7TH RING ROAD",DG,Major / Site Down,Rectifier Major Radio,Jan,1/21/2026,1/22/2026,,close,YES,"DG issue - our team attended site and reported DG stopped due to Harness faulty, repaired. Now site is clear.",0,1,Priority,1,1,,1/21/2026,2026,1,21,Wednesday
NOCINC0006031612 ,4986687,4106,S3,MAK,"SABAH AL-SALEM, CO-OP 7",MEW,Major / Site Down,RAN-4G:SAS_CO7-CO-MPT-4106:Processing Error Alarm:The Data Transmission Channel Between the Trace Se,Jan,1/22/2026,1/22/2026,,close,NO,"MEW Power Failure  -  Our team visited at site and found MEW power failure was there,  Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,1,3,1/22/2026,2026,1,22,Thursday
NOCINC0006031612,4986687,4106,S3,MAK,"SABAH AL-SALEM, CO-OP 7",MEW,Major / Site Down,RAN-4G:SAS_CO7-CO-MPT-4106:Processing Error Alarm:The Data Transmission Channel Between the Trace Se,Jan,1/22/2026,1/22/2026,,close,NO,Coop main breaker was tripped  /  Our team visited at visited at site and found Coop main breaker was tripped inside electrical room/ cooperative maintenance  team reset . Now alarm clear ,0,0,Priority,1,1,3,1/22/2026,2026,1,22,Thursday
NOCINC0006031625,4986239,4106,S3,MAK,"SABAH AL-SALEM, CO-OP 7",MEW,Major / Site Down,Site Down,Jan,1/22/2026,1/23/2026,,close,NO,Power Issue from co-operative - our team attended site and found MEW power available at site but team did not get access as the Co-op is closed and no haris is present at site so we mobilized and connected MDG at site. Presently site is clear.,0,0,Priority,1,1,3,1/22/2026,2026,1,22,Thursday
NOCINC0006031626,4986997,4225,S2,MAK,ABU AL-HASSANIAH BESIDE RD 30,Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Jan,1/23/2026,1/23/2026,,close,YES,"Module faulty-Team visited site and found one rectifier module faulty, replaced it. Alarm cleared. ",0,1,Priority,1,1,2,1/23/2026,2026,1,23,Friday
NOCINC0006031687,4987754,1798,S3,MAK,"Sabah Salem, Blk 5 ,CO-OP",Other,,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,yes,close,NO,MEW  Power Failure -Team visited site and found MEW power failure in the area. Our PRO has Register Complaint with MEW. Presently we Mobilized and connected MDG at site. Now alarm cleared.,1,0,Priority,1,1,3,1/25/2026,2026,1,25,Sunday
NOCINC0006031707,4987927,4221,S1,MAK,"ABU AL-HASSANIAH, BLK 8",Standby DG,DA on Load,DA on Load,Jan,1/25/2026,1/25/2026,,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,1,1,1/25/2026,2026,1,25,Sunday
NOCINC0006031727,4987977,1745,S1,MAK,"SABHAN 6R.R TRANSMISSION, HORSE CLINIC",Standby DG,DA on Load,DA on Load,Jan,1/25/2026,1/25/2026,yes,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",1,0,Priority,1,1,1,1/25/2026,2026,1,25,Sunday
NOCINC0006031745,4988243,4200,S4,MAK,"Messila-Sheikh Palace , Private House",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,yes,close,NO,MEW Power Failure due to rain - MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Priority,1,1,4,1/25/2026,2026,1,25,Sunday
NOCINC0006031754,4988222,1798,S3,MAK,"Sabah Salem, Blk 5 ,CO-OP",MEW,Major / Site Down,Major,Jan,1/25/2026,1/25/2026,yes,close,NO,"MEW power restored  - Our team visited at site and found MDG stopped and team found MEW power restored, team reconnected site from Mew . Now alarm clear ",1,0,Priority,1,1,3,1/25/2026,2026,1,25,Sunday
NOCINC0006031759 ,4988172,1751,S2,MAK,"SABAH AL-SALEM, MOI",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,yes,close,NO,MEW  Power Failure due to rain -Team visited site and found MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Presently we Mobilized and connected MDG at site. Now alarm cleared.,1,0,Priority,1,1,2,1/25/2026,2026,1,25,Sunday
NOCINC0006031760 ,no tt,305,,MAK,"ABU FTAIRA-BLOCK 7,ST 150",Fuel/FFS,,305 fuel theft alarm active,Jan,1/25/2026,1/25/2026,,close,NO,False alarm - Team attended the site and found fuel level is as per schedule and there is no fuel theft or fuel leakage at site. Fuel theft alarm is false alarm. Please close tt.,0,0,Priority,1,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031776,4988486,853,,MAK,"SABHAN, 7TH RING ROAD",DG,Major / Site Down,Rectifier Major Radio,Jan,1/26/2026,1/26/2026,,close,NO,DG Issue-Team visited and found DG stopped due to over frequency / adjusted and started the DG. Alarm cleared. ,0,0,Priority,1,1,,1/26/2026,2026,1,26,Monday
NOCINC0006031800 ,4988646,853,,MAK,"SABHAN, 7TH RING ROAD",DG,Major / Site Down,Rectifier Major Radio,Jan,1/26/2026,1/26/2026,,close,YES,DG Issue-Team visited and found DG stopped due to low oil pressure cable faulty/repaired and started the DG. Alarm cleared. ,0,1,Priority,1,1,,1/26/2026,2026,1,26,Monday
NOCINC0006031805 ,4988647,853,,MAK,"SABHAN, 7TH RING ROAD",DG,Major / Site Down,Rectifier Major Radio,Jan,1/26/2026,1/26/2026,,close,YES,DG issue  - Our team visited at site and found DG stopped due to dynamo faulty / Replaced . Now alarm clear ,0,1,Priority,1,1,,1/26/2026,2026,1,26,Monday
NOCINC0006031848,4989183,853,,MAK,"SABHAN, 7TH RING ROAD",DG,Major / Site Down,Rectifier Major,Jan,1/27/2026,1/27/2026,,close,YES,"Plan Activity-Our team visited site for DG Inspection, now they completed work, also charging alternator replaced, fan belt replaced. Alarm cleared.",0,1,Priority,1,1,,1/27/2026,2026,1,27,Tuesday
NOCINC0006031897,4989666,1734,S1,MAK,Sabah Al Salem Co-Op Blk 6,MEW,Major / Site Down,Rectifier Major Radio,Jan,1/28/2026,1/28/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. We mobilized MDG in between MEW power restored at site. Now alarm cleared.,0,0,Priority,1,1,1,1/28/2026,2026,1,28,Wednesday
NOCINC0006031903 ,4989736,1751,S2,MAK,"SABAH AL-SALEM, MOI",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/28/2026,1/28/2026,,close,NO,"MEW maintenance - Team visited the site and found MEW power failure due to MEW maintenance work is going on, As received information from MEW team. Power will be restore in 1 hour. Presenlty we mobilized and connected MDG at site. alarm cleared. ",0,0,Priority,1,1,2,1/28/2026,2026,1,28,Wednesday
NOCINC0006031912,4989813,4279,S4,MAK,Al-Fnaitees - Block 3 - St 306 - Parcel 285 - House 10 - PACI NO 95053227,Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Jan,1/28/2026,1/28/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Priority,1,1,4,1/28/2026,2026,1,28,Wednesday
NOCINC0006031922,4989787,1751,S2,MAK,"SABAH AL-SALEM, MOI",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/28/2026,1/28/2026,,close,NO,MEW power restored/MDG disconnected-Our team visited and found MEW power restored and we disconnected MDG from site. Alarm cleared. ,0,0,Priority,1,1,2,1/28/2026,2026,1,28,Wednesday
NOCINC0006031947,4990147,1798,S3,MAK,"Sabah Salem, Blk 5 ,CO-OP",Rectifier,Minor / Low DC / Fuse,Low DC Voltage Radio,Jan,1/28/2026,1/29/2026,yes,close,NO,"Due to rain Co-op power issue - our team attended site and reported there is power available in co-op but not in shelter, team did not get access to Co-op electrical room as the co-op is closed. Presantly we mobilized and connected MDG at site. Now alarm is clear.",1,0,Priority,1,1,3,1/28/2026,2026,1,28,Wednesday
NOCINC0006031961,4990444,4200,S4,MAK,"Messila-Sheikh Palace , Private House",Fuel/FFS,,Fire Alarm Failure,Jan,1/29/2026,1/29/2026,,close,NO,"Smoke detector cleaned-Team visited and found Smoke detector was activated, cleaned/refix. Alarm cleared. ",0,0,Priority,1,1,4,1/29/2026,2026,1,29,Thursday
NOCINC0006031965 ,4990515,4362,S4,MAK,"Mubarak Al-Kabeer, BLOCK-3, ST-2, HOUSE-35, PARCEL-24",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/29/2026,1/29/2026,,close,NO,"MEW Power Failure/MDG Permission issue-Our team visited and MEW power failure in the area. Our PRO Registered Complaint with MEW. We can't connect MDG, as site is located inside local residency. Same informed CL Mr. Motawea. Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,1,4,1/29/2026,2026,1,29,Thursday
NOCINC0006032007,4991197,4104,S4,MAK,"SABHAN, MEW, BLK 10-ST 101",Rectifier,Minor / Low DC / Fuse,Low DC Voltage Radio,Jan,1/30/2026,1/30/2026,,close,NO,MOP is going on-As per NOC MOP is going on.,0,0,Priority,1,1,4,1/30/2026,2026,1,30,Friday
NOCINC0006032026,4991521,956,,MAK,Qusur block 7,AC,Frequency / Load / Other,Multi-Rectifier Fault,Jan,1/31/2026,1/31/2026,,close,NO,Rectifier module faulty /  Our team visited at site and found 1 rectifier module faulty/ removed . Now alarm clear ,0,0,Priority,1,1,,1/31/2026,2026,1,31,Saturday
NOCINC0006032058,4991873,943,,MAK,ABU FTAIRA / Funaitees on road 208 ,AC,High Temp 32C,High Temperature 32C,Jan,1/31/2026,1/31/2026,,close,YES,AC issue  - Our team visited at site and found AC 1 PCB hanged /Reset and AC 2  Indoor Motor and Blower faulty need to replace  .Now alarm clear ,0,1,Priority,1,1,,1/31/2026,2026,1,31,Saturday
NOCINC0006032080,4992125,897,,MAK,SABAH AL SALEM,DG,Major / Site Down,Rectifier Major Radio,Feb,2/1/2026,2/1/2026,,close,NO,DG issue - our teqam attended site and reported DG stopped in unexpected alarm. Our team rectified the issue and started the DG now sitee is clear.,0,0,Priority,1,2,,2/1/2026,2026,2,1,Sunday
NOCINC0006032085 ,4992214,4221,S1,MAK,"ABU AL-HASSANIAH, BLK 8",Standby DG,DA on Load,DA on Load,Feb,2/1/2026,2/1/2026,yes,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",1,0,Priority,1,2,1,2/1/2026,2026,2,1,Sunday
NOCINC0006032089,4992222,4250,S2,MAK,Mubarak Al-Kabeer-BLOCK 1-ST 6 CO-OP,MEW,Major / Site Down,Rectifier Major Radio,Feb,2/1/2026,2/1/2026,yes,close,NO,"MEW maintenance - Team visited the site and found MEW power failure due to MEW maintenance work is going on, As received information from MEW team. Power will be restore in 1 hour. MDG team reached with MDG but unable to connect MDG due to no parkin space to park MDG, Same informed CL Mr. Motawea. P",1,0,Priority,1,2,2,2/1/2026,2026,2,1,Sunday
NOCINC0006032099,NO TT,4217,S2,MAK,AL-QUSOUR- BLK 6- CO-OP-ST 9,AC,Frequency / Load / Other,AC 2 alarm active,Feb,2/1/2026,2/1/2026,,close,NO,AC Issue-Team visited site and found AC 2 breaker tripped/reset. Alarm cleared. ,0,0,Priority,1,2,2,2/1/2026,2026,2,1,Sunday
NOCINC0006032108,4992427,4293,S3,MAK,"Al-Qurain- CO-OP,BLK 3-ST1",Rectifier,Minor / Low DC / Fuse,Load Fuse Broken,Feb,2/1/2026,2/1/2026,,close,NO,Rectifier controller hanged / Our tam visited at site and found rectifier controller hanged /Reset . Now alarm clear ,0,0,Priority,1,2,3,2/1/2026,2026,2,1,Sunday
NOCINC0006032127,4993245,959,,MAK,Al Masayel Block 4,AC,High Temp 40C,High Temperature 40C,Feb,2/2/2026,2/2/2026,,close,NO,"Ac issue - our team attended site and reported Ac2 PCB hanged, reset. Now alarm is clr=ear.",0,0,Priority,1,2,,2/2/2026,2026,2,2,Monday
NOCINC0006032155 ,4993648,4293,S3,MAK,"Al-Qurain- CO-OP,BLK 3-ST1",Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Feb,2/2/2026,2/2/2026,,close,NO,Alarm reconfiguration / Our team visited at site and alarm reconfigured . Now alarm clear ,0,0,Priority,1,2,3,2/2/2026,2026,2,2,Monday
NOCINC0006032263 ,4994777,1776,S2,MAK,"SABAH AL SALEM, BLK 1",MEW,Major / Site Down,Rectifier Major Radio,Feb,2/4/2026,2/4/2026,,close,NO,MEW Power Failure - Our team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Our MDG team reached at site with MDG and found MEW power restored at site. Now alarm cleared.,0,0,Priority,1,2,2,2/4/2026,2026,2,4,Wednesday
NOCINC0006032267,4994813,4148,S2,MAK,"SABHAN,BLOCK 11-mabrook co-ST 11",Other,,Rectifier Major Radio,Feb,2/4/2026,2/4/2026,,close,NO,"MOP is going on-As per CL Mr. Motawea, MOP is goingn on. Please divert TT",0,0,Priority,1,2,2,2/4/2026,2026,2,4,Wednesday
NOCINC0006032280,4994863,4114,S4,MAK,Subhan Industrial - Block 9 - St 101 - Parcel 143 - PACI NO 90733784 - Unit PACI NO13167854,MEW,Major / Site Down,Rectifier Major Radio,Feb,2/4/2026,2/4/2026,,close,YES,"MEW meter replacement work-Our team visited site and found MEW meter replacement work is going on inside electrical room, now they completed and power restored. Alarm cleared. ",0,1,Priority,1,2,4,2/4/2026,2026,2,4,Wednesday
NOCINC0006032333,4995513,4229,S4,MAK,Mubarak Al-Kabeer- Co-op 3-ST 2,MEW,Major / Site Down,:Rectifier Major Radio,Feb,2/5/2026,2/5/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. We mobilized MDG in between MEW power restored at site. Now alarm cleared.,1,0,Priority,1,2,4,2/5/2026,2026,2,5,Thursday
NOCINC0006032352 ,4995622,4197,S4,MAK,"Abo Fatira, Block-6, St-184",Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Feb,2/5/2026,2/5/2026,yes,close,NO,Battery Breaker tripped   -Our team visited at site and found Battery breaker tripped /Reset . Now alarm clear ,1,0,Priority,1,2,4,2/5/2026,2026,2,5,Thursday
NOCINC0006032409 ,4996701,4289,S4,MAK,"AL-Adan-, BLK-7, ST- 5, HOUSE-13
",AC,High Temp 40C,High Temperature 40C,Feb,2/6/2026,2/6/2026,,close,NO,AC issue - Our team visited at site and found AC 1 PCB hanged /Reset . Now alarm clear ,0,0,Priority,1,2,4,2/6/2026,2026,2,6,Friday
NOCINC0006032416,4996790,4280,S4,MAK,"ABO FATIRA, BLOCK-8, ST-204",AC,Aircon 1 Alarm,Aircon1,Feb,2/7/2026,2/7/2026,,close,NO,"Access issue/Local residency/AC Issue due to Rain - our team attended site and reported site is located in private residence, in night time no access. Same informed to Cl. Our team got access in morning and found AC 1 breaker tripped due to rain, team reset it. alarm cleared. ",0,0,Priority,1,2,4,2/7/2026,2026,2,7,Saturday
NOCINC0006032436,4997000,1790,,MAK,"SABAH AL-SALEM CO-OP, BLK 6",AC,High Temp 32C,Ht 32,Feb,2/7/2026,2/7/2026,,close,NO,Alarm apearing due to rain Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Priority,1,2,,2/7/2026,2026,2,7,Saturday
NOCINC0006032481,4997627,4221,S1,MAK,"ABU AL-HASSANIAH, BLK 8",Standby DG,DA on Load,DA on Load,Feb,2/8/2026,2/8/2026,yes,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",1,0,Priority,1,2,1,2/8/2026,2026,2,8,Sunday
NOCINC0006032486,4997637,5995,S4,MAK,Sabah Al-Salem - Block 8 - St 1 Lane 5 - Parcel 238 - House 50 - PACI NO 90392844 - Ground Floor,MEW,Major / Site Down,:Rectifier Major Radio,Feb,2/8/2026,2/8/2026,yes,close,NO,"MEW Power Failure/Local Residency -Our team visited site and found MEW power failure in the area. Our PRO Registered Complaint with MEW. We can't connect MDG, As it is located inside local residency. Presently MEW power restored at site. Now alarm cleared.",1,0,Priority,1,2,4,2/8/2026,2026,2,8,Sunday
NOCINC0006032594,4999041,4225,S2,MAK,ABU AL-HASSANIAH BESIDE RD 30,AC,High Temp 32C,High Temperature 32C,Feb,2/10/2026,2/10/2026,,close,NO,"AC issue - our team attended site and reported Ac1 PCB hanged,reset. Now alarm is clear",0,0,Priority,1,2,2,2/10/2026,2026,2,10,Tuesday
NOCINC0006032599 ,4999353,4264,S4,MAK,"FNAITEES, BLK-9, COASTAL STRIP, PRIVATE HOUSE",MEW,Major / Site Down,Rectifier Major Radio,Feb,2/10/2026,2/10/2026,,close,NO,"MEW power failure / can't connect MDG COASTAL STRIP, PRIVATE HOUSE   - Our team visited at site and found MEW power failure in the area, team did not found any MEW team in the area, as site is located in COASTAL STRIP, PRIVATE HOUSE, so we can't connect MDG at site, same informed CL Mr. Motawea.Pres",0,0,Priority,1,2,4,2/10/2026,2026,2,10,Tuesday
NOCINC0006032613,4999371,4124,S4,MAK,"Sabah Al-Salem - Block 8 - St 1 - Parcel 900004 - PACI NO 90390961, COOP BRANCH-13 ",MEW,Major / Site Down,Major,Feb,2/10/2026,2/10/2026,,close,NO,"MEW maintenance  -  Our team visited at site and found MEW maintenance work is going on due the which MEW power failure there, as received information from MEW team power would be restore with in 1 hour same informed CL Mr. Motawa, Presently MEW power restored . Now alarm clear ",0,0,Priority,1,2,4,2/10/2026,2026,2,10,Tuesday
NOCINC0006032615 ,4999376,4240,S3,MAK,AL-Adan- CO-OP BLK 7-ST 60,MEW,Major / Site Down,Rectifier Major Radio,Feb,2/10/2026,2/10/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,2,3,2/10/2026,2026,2,10,Tuesday
NOCINC0006032683 ,5000507,1751,,MAK,"SABAH AL-SALEM, MOI",AC,Aircon 3 Alarm,Aircon3,Feb,2/11/2026,2/11/2026,,close,NO,AC - Our team visited at site for removing ac 3 / Removed . Now alarm clear ,0,0,Priority,1,2,,2/11/2026,2026,2,11,Wednesday
NOCINC0006032720,5001134,4140,S4,MAK,"Sabah Al-Salem - Block 9 - St 2 - Parcel 900022 - PACI NO 90404673, COOP ",MEW,Major / Site Down,Rectifier Major Radio,Feb,2/12/2026,2/12/2026,yes,close,NO,"Maintenance maintenance -  Our team visited at site and found MEW maintenance work is going on due to MEW power failure, as received information from MEW power would be restore with in 2 hours Approx , same informed CL Mr. Motawae, We Mobilized MDG to site In-Between MEW power restored at site. Now ",1,0,Priority,1,2,4,2/12/2026,2026,2,12,Thursday
NOCINC0006032745,5001533,4290,S4,MAK,"ABO FATIRA, BLOCK-5, STREET-211",AC,High Temp 40C,High Temperature 40C,Feb,2/12/2026,2/12/2026,yes,close,YES,AC issue - Our team attend site and found AC1 PCB faulty need to be replaced and condenser coil leak and IP switch leak need to be repaired and AC2 PCB hamg / reset. Now alarm cleard.,1,1,Priority,1,2,4,2/12/2026,2026,2,12,Thursday
NOCINC0006032759,5001845,4225,S2,MAK,ABU AL-HASSANIAH BESIDE RD 30,AC,High Temp 32C,High Temperature 32C,Feb,2/13/2026,2/13/2026,yes,close,NO,AC issue - Our team visited at site and found AC 1 inverter PCB hanged /Reset . Now alarm clear ,1,0,Priority,1,2,2,2/13/2026,2026,2,13,Friday
NOCINC0006032783,5002505,4215,S2,MAK,Mubarak Al-Kabeer- CO-OP 31-ST 2,Fuel/FFS,,Fire Alarm Failure,Feb,2/13/2026,2/13/2026,yes,close,NO,Our team attended site and found smoke detector dusty clean and fix. Noe alarm clear.,1,0,Priority,1,2,2,2/13/2026,2026,2,13,Friday
NOCINC0006032817 ,5003278,853,,MAK,"SABHAN, 7TH RING ROAD",DG,Major / Site Down,Rectifier Major Radio,Feb,2/14/2026,2/14/2026,,close,NO,DG issue  -  DG stopped due to high engine temperature / Rectifier and started dg . Now alarm clear,0,0,Priority,1,2,,2/14/2026,2026,2,14,Saturday
NOCINC0006032826,5003368,941,,MAK,Sabah Salem Blk-3,Rectifier,Minor / Low DC / Fuse,Minor,Feb,2/14/2026,2/14/2026,,close,NO,"Al Bahar CM / rectifier module hanged - AL Bahar team visited site for CM, after they left minor alarm was activated. Our team attended site and found rectifire One module hang / reset. Now alarm clear",0,0,Priority,1,2,,2/14/2026,2026,2,14,Saturday
NOCINC0006032845 ,5003466,4368,S4,MAK,Mubarak Al-Kabeer-BLOCK 2-ST 20,MEW,Major / Site Down,Rectifier Major Radio,Feb,2/14/2026,2/14/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Priority,1,2,4,2/14/2026,2026,2,14,Saturday
NOCINC0006032863,5003851,4221,S1,MAK,"ABU AL-HASSANIAH, BLK 8",Standby DG,DA on Load,DA on Load,Feb,2/15/2026,2/15/2026,yes,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",1,0,Priority,1,2,1,2/15/2026,2026,2,15,Sunday
NOCINC0006032880,5003933,4693,S4,MAK,Sabah Al-Salem - Block 2 - St 215 - Parcel 218 - PACI NO 95385029,MEW,Major / Site Down,Rectifier Major Radio,Feb,2/15/2026,2/15/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Priority,1,2,4,2/15/2026,2026,2,15,Sunday
NOCINC0006032885,no tt ,4236,S1,MAK,AL-Adan- Co-op 5,AC,Aircon 1 Alarm,Aircon1 Alarm active,Feb,2/15/2026,2/15/2026,yes,close,NO,Our team attended site and AC 1 Found breaker tripped / reset. Now alarm cleared.,1,0,Priority,1,2,1,2/15/2026,2026,2,15,Sunday
NOCINC0006032886,5004109,4372,S4,MAK,"Al-Qusor block one-Steert 46,House 2",MEW,Major / Site Down,Major,Feb,2/15/2026,2/15/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Priority,1,2,4,2/15/2026,2026,2,15,Sunday
NOCINC0006032887,5004056,4296,S4,MAK,"Al-Qusour - Block 2 - St 10 - Parcel 900013 - PACI NO 91617742, COOP-9",Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Feb,2/15/2026,2/15/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Priority,1,2,4,2/15/2026,2026,2,15,Sunday
NOCINC0006032928 ,5004418,4296,S4,MAK,"Al-Qusour - Block 2 - St 10 - Parcel 900013 - PACI NO 91617742, COOP-9",MEW,Major / Site Down,Rectifier Major Radio,Feb,2/16/2026,2/16/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Priority,1,2,4,2/16/2026,2026,2,16,Monday
